Name,Season,Injury,From date,Till date,Days missed
Callum Hudson-Odoi,18/19,Achilles tendon rupture,"Apr 22, 2019","Sep 12, 2019",143 days
Ibrahim Sangare,23/24,Knee injury,"Feb 23, 2024","Mar 1, 2024",7 days
Ibrahim Sangare,22/23,Ill,"Feb 17, 2023","Feb 22, 2023",5 days
Ibrahim Sangare,22/23,Ill,"Nov 1, 2022","Nov 4, 2022",3 days
Ibrahim Sangare,22/23,Ill,"Sep 10, 2022","Sep 13, 2022",3 days
Ibrahim Sangare,21/22,unknown injury,"Sep 9, 2021","Sep 23, 2021",14 days
Ibrahim Sangare,18/19,Tendon rupture,"Oct 20, 2018","Jan 1, 2019",73 days
Taiwo Awoniyi,23/24,Groin surgery,"Nov 16, 2023","Jan 29, 2024",74 days
Taiwo Awoniyi,22/23,Groin injury,"Jan 4, 2023","Apr 1, 2023",87 days
Taiwo Awoniyi,20/21,Torn muscle bundle,"Feb 19, 2021","May 11, 2021",81 days
Taiwo Awoniyi,19/20,concussion,"Jun 15, 2020","Jun 30, 2020",15 days
Taiwo Awoniyi,17/18,Hamstring injury,"Apr 13, 2018","Jun 30, 2018",78 days
Neco Williams,23/24,Arch problems,"Sep 2, 2023","Oct 1, 2023",29 days
Neco Williams,22/23,Facial fracture,"Apr 26, 2023","May 29, 2023",33 days
Neco Williams,20/21,Ankle injury,"Nov 19, 2020","Nov 21, 2020",2 days
Neco Williams,20/21,Ill,"Nov 7, 2020","Nov 9, 2020",2 days
Neco Williams,20/21,Quarantine,"Sep 12, 2020","Sep 20, 2020",8 days
Neco Williams,20/21,Ill,"Jul 21, 2020","Jul 23, 2020",2 days
Neco Williams,19/20,Fitness,"Feb 24, 2020","Feb 29, 2020",5 days
Neco Williams,19/20,Ill,"Jan 29, 2020","Feb 1, 2020",3 days
Neco Williams,19/20,Fitness,"Jan 18, 2020","Jan 20, 2020",2 days
Neco Williams,18/19,Hip problems,"Jan 11, 2019","Jan 27, 2019",16 days
Moussa Niakhate,22/23,Hamstring injury,"Aug 15, 2022","Mar 17, 2023",214 days
Moussa Niakhate,21/22,Corona virus,"Jan 4, 2022","Jan 11, 2022",7 days
Moussa Niakhate,21/22,Hamstring injury,"Sep 12, 2021","Sep 28, 2021",16 days
Odysseas Vlachodimos,21/22,Corona virus,"Jan 6, 2022","Jan 11, 2022",5 days
Odysseas Vlachodimos,20/21,Corona virus,"Jan 24, 2021","Jan 31, 2021",7 days
Odysseas Vlachodimos,13/14,Meniscus tear,"Nov 23, 2013","Dec 31, 2013",38 days
Odysseas Vlachodimos,Dec-13,Insect bite,"Aug 18, 2012","Aug 22, 2012",4 days
Ola Aina,23/24,unknown injury,"Feb 23, 2024","Mar 25, 2024",31 days
Ola Aina,22/23,Muscle injury,"Mar 29, 2023","May 10, 2023",42 days
Ola Aina,22/23,Hamstring muscle injury,"Oct 22, 2022","Jan 23, 2023",93 days
Ola Aina,20/21,Fitness,"Sep 11, 2020","Oct 3, 2020",22 days
Ola Aina,18/19,flu,"May 11, 2019","May 13, 2019",2 days
Ola Aina,18/19,unknown injury,"Mar 3, 2019","Mar 5, 2019",2 days
Ola Aina,18/19,bruise,"Nov 20, 2018","Dec 1, 2018",11 days
Ola Aina,18/19,Muscle injury,"Sep 3, 2018","Sep 10, 2018",7 days
Willy Boly,23/24,unknown injury,"Feb 23, 2024","Apr 25, 2024",62 days
Willy Boly,22/23,Hamstring injury,"Feb 11, 2023","May 7, 2023",85 days
Willy Boly,21/22,Leg injury,"Dec 18, 2021","Feb 25, 2022",69 days
Willy Boly,21/22,unknown injury,"Nov 30, 2021","Dec 6, 2021",6 days
Willy Boly,21/22,Hamstring injury,"Jul 25, 2021","Aug 14, 2021",20 days
Willy Boly,20/21,Corona virus,"Apr 1, 2021","Apr 15, 2021",14 days
Willy Boly,20/21,bruise,"Feb 3, 2021","Feb 28, 2021",25 days
Willy Boly,20/21,Muscle injury,"Dec 26, 2020","Jan 15, 2021",20 days
Willy Boly,19/20,Ankle injury,"Oct 26, 2019","Jan 22, 2020",88 days
Emmanuel Dennis,23/24,unknown injury,"Nov 24, 2023","Jan 24, 2024",61 days
Emmanuel Dennis,19/20,Ankle injury,"Feb 25, 2020","Jun 1, 2020",97 days
Emmanuel Dennis,17/18,Ligament injury,"Aug 25, 2017","Sep 14, 2017",20 days
Matt Turner,21/22,Hairline crack in foot,"Feb 18, 2022","Apr 28, 2022",69 days
Matt Turner,21/22,Foot injury,"Feb 3, 2022","Feb 17, 2022",14 days
Nicolas Dominguez,22/23,Knee problems,"Mar 4, 2023","Mar 25, 2023",21 days
Nicolas Dominguez,22/23,unknown injury,"Sep 10, 2022","Sep 16, 2022",6 days
Nicolas Dominguez,21/22,Shoulder injury,"Jan 21, 2022","Apr 8, 2022",77 days
Nicolas Dominguez,21/22,unknown injury,"Jan 11, 2022","Jan 16, 2022",5 days
Nicolas Dominguez,21/22,Corona virus,"Dec 30, 2021","Jan 9, 2022",10 days
Nicolas Dominguez,20/21,unknown injury,"Apr 21, 2021","May 31, 2021",40 days
Nicolas Dominguez,20/21,unknown injury,"Mar 3, 2021","Mar 7, 2021",4 days
Ryan Yates,22/23,Shoulder injury,"Mar 17, 2023","May 8, 2023",52 days
Ryan Yates,22/23,Ill,"Jan 21, 2023","Feb 24, 2023",34 days
Alex Mighten,23/24,Knock,"Sep 23, 2023","Oct 17, 2023",24 days
Alex Mighten,21/22,Knee injury,"Dec 18, 2021","Feb 11, 2022",55 days
Joe Aribo,20/21,Knock,"Nov 23, 2020","Nov 30, 2020",7 days
Joe Aribo,20/21,Ankle injury,"Aug 14, 2020","Oct 14, 2020",61 days
Joe Aribo,19/20,Head injury,"Sep 26, 2019","Oct 4, 2019",8 days
Joe Aribo,18/19,Knee injury,"Dec 22, 2018","Feb 8, 2019",48 days
Adam Armstrong,20/21,Hamstring injury,"Nov 1, 2020","Nov 8, 2020",7 days
Adam Armstrong,14/15,Calf problems,"May 5, 2015","May 24, 2015",19 days
Alex McCarthy,21/22,Hamstring injury,"Dec 6, 2021","May 6, 2022",151 days
Alex McCarthy,20/21,Virus,"Dec 30, 2020","Jan 15, 2021",16 days
Alex McCarthy,19/20,Knock,"Sep 26, 2019","Oct 5, 2019",9 days
Alex McCarthy,18/19,Knock,"Apr 14, 2019","May 31, 2019",47 days
Alex McCarthy,18/19,Calf injury,"Oct 14, 2018","Oct 19, 2018",5 days
Alex McCarthy,16/17,Hamstring injury,"Oct 26, 2016","Aug 13, 2017",291 days
Alex McCarthy,Dec-13,Shoulder injury,"Nov 4, 2012","Mar 12, 2013",128 days
Jack Stephens,21/22,Corona virus,"Dec 13, 2021","Jan 7, 2022",25 days
Jack Stephens,21/22,Knee injury,"Sep 18, 2021","Nov 30, 2021",73 days
Jack Stephens,18/19,Knee injury,"Dec 9, 2018","Dec 21, 2018",12 days
Kamaldeen Sulemana,23/24,unknown injury,"Nov 29, 2023","Feb 5, 2024",68 days
Kamaldeen Sulemana,22/23,Injury to the ankle,"Nov 2, 2022","Nov 7, 2022",5 days
Kamaldeen Sulemana,22/23,Knee problems,"Sep 29, 2022","Oct 10, 2022",11 days
Kamaldeen Sulemana,21/22,Back injury,"Feb 19, 2022","May 4, 2022",74 days
Will Smallbone,21/22,Calf injury,"Jan 3, 2022","Feb 2, 2022",30 days
Will Smallbone,20/21,Cruciate ligament tear,"Jan 16, 2021","Oct 3, 2021",260 days
Will Smallbone,20/21,Hamstring injury,"Oct 14, 2020","Nov 29, 2020",46 days
Will Smallbone,19/20,Ill,"Mar 1, 2020","Mar 10, 2020",9 days
Kyle Walker-Peters,22/23,Hamstring injury,"Feb 1, 2023","Feb 13, 2023",12 days
Kyle Walker-Peters,22/23,Hamstring injury,"Oct 19, 2022","Dec 4, 2022",46 days
Kyle Walker-Peters,21/22,Corona virus,"Jan 7, 2022","Jan 14, 2022",7 days
Kyle Walker-Peters,20/21,Hamstring strain,"Jan 24, 2021","Feb 10, 2021",17 days
Kyle Walker-Peters,19/20,Calf injury,"Feb 16, 2020","Feb 28, 2020",12 days
Kyle Walker-Peters,19/20,Hamstring strain,"Aug 26, 2019","Sep 17, 2019",22 days
Kyle Walker-Peters,17/18,Hamstring injury,"Mar 28, 2018","Apr 28, 2018",31 days
Gavin Bazunu,23/24,Achilles tendon rupture,"Apr 16, 2024","Jan 1, 2025",260 days
Ross Stewart,23/24,Muscle injury,"Dec 1, 2023","May 1, 2024",152 days
Ross Stewart,22/23,Achilles tendon surgery,"Jan 28, 2023","Nov 6, 2023",282 days
Ross Stewart,22/23,Hamstring injury,"Sep 5, 2022","Dec 7, 2022",93 days
Ross Stewart,19/20,Hamstring injury,"Dec 29, 2019","Feb 29, 2020",62 days
Ryan Manning,22/23,Ankle injury,"Oct 10, 2022","Oct 25, 2022",15 days
Ryan Manning,21/22,Calf injury,"Mar 15, 2022","Apr 3, 2022",19 days
Ryan Manning,20/21,Ankle injury,"Sep 1, 2020","Oct 18, 2020",47 days
Ryan Manning,13/14,Wrist injury,"Jun 23, 2014","Jul 21, 2014",28 days
James Bree,20/21,Knee injury,"Sep 20, 2020","Nov 2, 2020",43 days
Timo Werner,23/24,Adductor pain,"Nov 23, 2023","Dec 10, 2023",17 days
Timo Werner,23/24,Back problems,"Sep 25, 2023","Oct 1, 2023",6 days
Timo Werner,22/23,Ankle problems,"Jun 15, 2023","Jul 1, 2023",16 days
Timo Werner,22/23,cold,"May 18, 2023","May 23, 2023",5 days
Timo Werner,22/23,Syndesmotic ligament tear,"Nov 3, 2022","Jan 2, 2023",60 days
Timo Werner,22/23,infection,"Oct 13, 2022","Oct 24, 2022",11 days
Timo Werner,21/22,Corona virus,"Dec 13, 2021","Jan 3, 2022",21 days
Timo Werner,21/22,strain,"Oct 21, 2021","Nov 15, 2021",25 days
Timo Werner,20/21,Hamstring strain,"Feb 8, 2021","Feb 15, 2021",7 days
Timo Werner,19/20,Knock,"Nov 4, 2019","Nov 11, 2019",7 days
Timo Werner,19/20,influenza,"Oct 3, 2019","Oct 10, 2019",7 days
Timo Werner,18/19,Ill,"Feb 21, 2019","Mar 4, 2019",11 days
Timo Werner,18/19,influenza,"Jan 28, 2019","Feb 7, 2019",10 days
Timo Werner,18/19,Adductor pain,"Sep 13, 2018","Sep 20, 2018",7 days
Heung-Min Son,22/23,Groin surgery,"May 29, 2023","Jun 18, 2023",20 days
Heung-Min Son,22/23,Facial fracture,"Nov 2, 2022","Nov 20, 2022",18 days
Heung-Min Son,21/22,Hamstring injury,"Jan 6, 2022","Feb 3, 2022",28 days
Heung-Min Son,21/22,Calf strain,"Sep 6, 2021","Sep 20, 2021",14 days
Heung-Min Son,20/21,Hamstring injury,"Mar 15, 2021","Apr 5, 2021",21 days
Heung-Min Son,20/21,Hamstring injury,"Sep 28, 2020","Oct 5, 2020",7 days
Heung-Min Son,19/20,Broken arm,"Feb 17, 2020","Apr 30, 2020",73 days
Heung-Min Son,18/19,Calf injury,"Jan 31, 2019","Feb 4, 2019",4 days
Heung-Min Son,17/18,Metacarpal fracture,"Jun 15, 2017","Aug 14, 2017",60 days
Heung-Min Son,15/16,Foot injury,"Sep 28, 2015","Nov 5, 2015",38 days
Heung-Min Son,11-Dec,Torn lateral ankle ligament,"Aug 29, 2011","Sep 12, 2011",14 days
Heung-Min Son,11-Dec,Fever,"Aug 4, 2011","Aug 8, 2011",4 days
Heung-Min Son,10-Nov,Broken foot,"Aug 2, 2010","Oct 18, 2010",77 days
James Maddison,23/24,Ankle injury,"Nov 10, 2023","Jan 23, 2024",74 days
James Maddison,22/23,Knee injury,"Dec 23, 2022","Jan 16, 2023",24 days
James Maddison,22/23,Knee injury,"Nov 19, 2022","Nov 27, 2022",8 days
James Maddison,21/22,Hip injury,"Apr 28, 2022","May 3, 2022",5 days
James Maddison,20/21,Hip injury,"Feb 21, 2021","Apr 12, 2021",50 days
James Maddison,20/21,Knee injury,"Jan 4, 2021","Jan 15, 2021",11 days
James Maddison,20/21,Knee injury,"Dec 27, 2020","Jan 2, 2021",6 days
James Maddison,20/21,Knee injury,"Dec 7, 2020","Dec 12, 2020",5 days
James Maddison,20/21,Hamstring injury,"Nov 6, 2020","Nov 7, 2020",1 days
James Maddison,20/21,Hip injury,"Jul 2, 2020","Sep 12, 2020",72 days
James Maddison,19/20,unknown injury,"Mar 11, 2020","Mar 25, 2020",14 days
James Maddison,19/20,Head injury,"Jan 10, 2020","Jan 11, 2020",1 days
James Maddison,19/20,Ill,"Oct 10, 2019","Oct 18, 2019",8 days
James Maddison,19/20,Ankle injury,"Sep 23, 2019","Oct 4, 2019",11 days
James Maddison,18/19,Knock,"Feb 11, 2019","Feb 22, 2019",11 days
Cristian Romero,23/24,Hamstring strain,"Dec 24, 2023","Jan 12, 2024",19 days
Cristian Romero,22/23,Hamstring injury,"Oct 28, 2022","Nov 19, 2022",22 days
Cristian Romero,22/23,Adductor pain,"Aug 18, 2022","Sep 2, 2022",15 days
Cristian Romero,21/22,Hip problems,"May 12, 2022","May 26, 2022",14 days
Cristian Romero,21/22,Hamstring injury,"Nov 17, 2021","Feb 5, 2022",80 days
Cristian Romero,21/22,Quarantine,"Sep 9, 2021","Sep 17, 2021",8 days
Cristian Romero,21/22,Knee injury,"Aug 20, 2021","Aug 25, 2021",5 days
Cristian Romero,21/22,Knee injury,"Jun 23, 2021","Jul 10, 2021",17 days
Cristian Romero,20/21,muscular problems,"Jun 10, 2021","Jun 15, 2021",5 days
Cristian Romero,20/21,Corona virus,"Jan 29, 2021","Feb 2, 2021",4 days
Cristian Romero,19/20,Adductor pain,"Jul 6, 2020","Jul 17, 2020",11 days
Cristian Romero,19/20,Knee injury,"Feb 3, 2020","Feb 26, 2020",23 days
Dejan Kulusevski,23/24,Ill,"Jan 10, 2024","Jan 16, 2024",6 days
Dejan Kulusevski,22/23,Thigh problems,"Sep 29, 2022","Nov 5, 2022",37 days
Dejan Kulusevski,21/22,surgery,"Dec 7, 2021","Dec 15, 2021",8 days
Dejan Kulusevski,20/21,Corona virus,"Jun 8, 2021","Jun 15, 2021",7 days
Dejan Kulusevski,19/20,Adductor pain,"Feb 11, 2020","Feb 20, 2020",9 days
Dejan Kulusevski,19/20,Left hip flexor problems,"Jan 27, 2020","Feb 7, 2020",11 days
Pierre-Emile Hojbjerg,19/20,Ankle injury,"Jun 26, 2020","Jul 8, 2020",12 days
Pierre-Emile Hojbjerg,18/19,concussion,"Jan 31, 2019","Feb 8, 2019",8 days
Pierre-Emile Hojbjerg,18/19,Ill,"Oct 26, 2018","Nov 3, 2018",8 days
Pierre-Emile Hojbjerg,16/17,Knock,"Nov 13, 2016","Nov 18, 2016",5 days
Pierre-Emile Hojbjerg,14/15,cold,"Apr 29, 2015","Apr 29, 2015",0 days
Pierre-Emile Hojbjerg,14/15,cold,"Apr 21, 2015","Apr 23, 2015",2 days
Pierre-Emile Hojbjerg,14/15,Ankle problems,"Mar 26, 2015","Apr 1, 2015",6 days
Pierre-Emile Hojbjerg,14/15,influenza,"Mar 5, 2015","Mar 10, 2015",5 days
Pierre-Emile Hojbjerg,14/15,bruise,"Feb 16, 2015","Feb 19, 2015",3 days
Pierre-Emile Hojbjerg,13/14,Outer ligament problems,"Aug 5, 2013","Sep 23, 2013",49 days
Richarlison,23/24,Hamstring injury,"May 10, 2024","Jul 14, 2024",65 days
Richarlison,23/24,Knee injury,"Apr 5, 2024","Apr 19, 2024",14 days
Richarlison,23/24,Knee injury,"Feb 18, 2024","Mar 11, 2024",22 days
Richarlison,23/24,Groin surgery,"Nov 10, 2023","Dec 3, 2023",23 days
Richarlison,22/23,Hamstring injury,"Dec 9, 2022","Jan 13, 2023",35 days
Richarlison,22/23,Calf injury,"Oct 15, 2022","Nov 8, 2022",24 days
Richarlison,21/22,Calf injury,"Dec 12, 2021","Jan 12, 2022",31 days
Richarlison,21/22,Knee injury,"Sep 13, 2021","Oct 22, 2021",39 days
Richarlison,20/21,bruise,"Jan 2, 2021","Jan 11, 2021",9 days
Richarlison,20/21,Head injury,"Dec 25, 2020","Dec 31, 2020",6 days
Richarlison,19/20,Knee injury,"Jan 12, 2020","Jan 30, 2020",18 days
Richarlison,18/19,Ill,"Jun 27, 2019","Jul 1, 2019",4 days
Richarlison,18/19,Bruised ribs,"May 5, 2019","May 31, 2019",26 days
Richarlison,18/19,Bruised ribs,"Apr 22, 2019","Apr 26, 2019",4 days
Richarlison,18/19,bruise,"Nov 4, 2018","Nov 11, 2018",7 days
Pedro Porro,23/24,strain,"Feb 16, 2024","Mar 5, 2024",18 days
Pedro Porro,22/23,Knock,"Sep 22, 2022","Oct 9, 2022",17 days
Pedro Porro,21/22,minor knock,"Mar 17, 2022","Mar 31, 2022",14 days
Pedro Porro,21/22,Muscle injury,"Dec 13, 2021","Jan 27, 2022",45 days
Pedro Porro,21/22,Muscle injury,"Nov 4, 2021","Nov 15, 2021",11 days
Pedro Porro,21/22,Knee bruise,"Jul 15, 2021","Aug 9, 2021",25 days
Pedro Porro,20/21,Muscle injury,"May 13, 2021","May 31, 2021",18 days
Pedro Porro,20/21,muscular problems,"May 3, 2021","May 10, 2021",7 days
Pedro Porro,20/21,minor knock,"Mar 4, 2021","Mar 11, 2021",7 days
Pedro Porro,20/21,Ill,"Jun 18, 2020","Jul 20, 2020",32 days
Pedro Porro,19/20,Muscle injury,"Oct 3, 2019","Oct 17, 2019",14 days
Pedro Porro,18/19,Muscle injury,"Jun 10, 2019","Jul 11, 2019",31 days
Ben Davies,23/24,Hamstring injury,"Jan 12, 2024","Jan 23, 2024",11 days
Ben Davies,23/24,Knock,"Oct 27, 2023","Nov 9, 2023",13 days
Ben Davies,23/24,Knock,"Oct 22, 2023","Oct 26, 2023",4 days
Ben Davies,22/23,Knee injury,"Sep 15, 2022","Oct 3, 2022",18 days
Ben Davies,21/22,Hamstring strain,"Mar 28, 2022","Mar 31, 2022",3 days
Ben Davies,21/22,Ill,"Oct 4, 2021","Oct 11, 2021",7 days
Ben Davies,20/21,Shin injury,"Mar 22, 2021","May 31, 2021",70 days
Ben Davies,19/20,Ankle injury,"Nov 21, 2019","Feb 10, 2020",81 days
Ben Davies,19/20,Groin injury,"Aug 8, 2019","Aug 19, 2019",11 days
Ben Davies,18/19,Groin strain,"Jan 24, 2019","Feb 25, 2019",32 days
Ben Davies,17/18,Ill,"Oct 9, 2017","Oct 23, 2017",14 days
Ben Davies,16/17,Ankle injury,"Oct 31, 2016","Dec 12, 2016",42 days
Ben Davies,15/16,Head injury,"Mar 17, 2016","Mar 24, 2016",7 days
Ben Davies,14/15,Shoulder injury,"Apr 27, 2015","Jul 2, 2015",66 days
Rodrigo Bentancur,23/24,Torn ankle ligaments,"Nov 27, 2023","Dec 29, 2023",32 days
Rodrigo Bentancur,22/23,Cruciate ligament tear,"Feb 12, 2023","Oct 24, 2023",254 days
Rodrigo Bentancur,22/23,Adductor pain,"Dec 3, 2022","Jan 16, 2023",44 days
Rodrigo Bentancur,22/23,Head injury,"Aug 28, 2022","Sep 1, 2022",4 days
Rodrigo Bentancur,21/22,Back problems,"May 23, 2022","Jun 13, 2022",21 days
Rodrigo Bentancur,21/22,Ankle injury,"Feb 25, 2022","Mar 4, 2022",7 days
Rodrigo Bentancur,20/21,Corona virus,"Mar 4, 2021","Mar 18, 2021",14 days
Rodrigo Bentancur,19/20,Knee problems,"Dec 8, 2019","Dec 13, 2019",5 days
Rodrigo Bentancur,18/19,Muscle fatigue,"Apr 21, 2019","May 9, 2019",18 days
Rodrigo Bentancur,15/16,Knee injury,"Apr 12, 2016","May 7, 2016",25 days
Fraser Forster,23/24,Back problems,"Jul 10, 2023","Aug 27, 2023",48 days
Fraser Forster,21/22,unknown injury,"Dec 2, 2021","Dec 25, 2021",23 days
Fraser Forster,16/17,Abdominal muscle strain,"Nov 7, 2016","Nov 18, 2016",11 days
Fraser Forster,14/15,Patellar tendon rupture,"Mar 24, 2015","Jan 5, 2016",287 days
Destiny Udogie,23/24,Knee injury,"Feb 11, 2024","Feb 26, 2024",15 days
Destiny Udogie,23/24,Muscle injury,"Oct 23, 2023","Nov 4, 2023",12 days
Destiny Udogie,22/23,unknown injury,"May 4, 2023","May 7, 2023",3 days
Destiny Udogie,22/23,Muscle injury,"Nov 4, 2022","Jan 1, 2023",58 days
Destiny Udogie,21/22,unknown injury,"Jun 2, 2022","Jun 15, 2022",13 days
Destiny Udogie,21/22,Calf problems,"Apr 10, 2022","Apr 15, 2022",5 days
Destiny Udogie,21/22,muscular problems,"Feb 13, 2022","Feb 20, 2022",7 days
Destiny Udogie,21/22,unknown injury,"Jan 1, 2022","Jan 8, 2022",7 days
Destiny Udogie,21/22,Muscle fatigue,"Nov 10, 2021","Nov 18, 2021",8 days
Destiny Udogie,21/22,Calf problems,"Sep 8, 2021","Sep 23, 2021",15 days
Destiny Udogie,20/21,Muscle fatigue,"May 1, 2021","May 21, 2021",20 days
Guglielmo Vicario,23/24,Fever,"Nov 15, 2023","Nov 19, 2023",4 days
Guglielmo Vicario,22/23,Chest injury,"Mar 3, 2023","Apr 29, 2023",57 days
Guglielmo Vicario,18/19,Finger injury,"Jul 23, 2018","Aug 31, 2018",39 days
Brennan Johnson,23/24,Head injury,"Dec 15, 2023","Dec 18, 2023",3 days
Brennan Johnson,23/24,Hamstring injury,"Sep 28, 2023","Oct 21, 2023",23 days
Giovani Lo Celso,23/24,Knee problems,"May 15, 2024","May 20, 2024",5 days
Giovani Lo Celso,23/24,Muscle injury,"Jan 6, 2024","Feb 11, 2024",36 days
Giovani Lo Celso,23/24,unknown injury,"Dec 14, 2023","Dec 22, 2023",8 days
Giovani Lo Celso,23/24,Hamstring injury,"Aug 29, 2023","Oct 5, 2023",37 days
Giovani Lo Celso,22/23,Torn muscle bundle,"Oct 31, 2022","Dec 19, 2022",49 days
Giovani Lo Celso,21/22,Shin injury,"Dec 25, 2021","Dec 30, 2021",5 days
Giovani Lo Celso,21/22,Knee injury,"Nov 18, 2021","Dec 15, 2021",27 days
Giovani Lo Celso,21/22,Quarantine,"Sep 9, 2021","Sep 17, 2021",8 days
Giovani Lo Celso,20/21,Hamstring injury,"Dec 20, 2020","Mar 14, 2021",84 days
Giovani Lo Celso,20/21,Knock,"Nov 22, 2020","Nov 28, 2020",6 days
Giovani Lo Celso,20/21,Muscle injury,"Oct 2, 2020","Oct 21, 2020",19 days
Giovani Lo Celso,20/21,Hamstring strain,"Aug 22, 2020","Sep 16, 2020",25 days
Giovani Lo Celso,19/20,Muscle strain,"Feb 3, 2020","Feb 15, 2020",12 days
Giovani Lo Celso,19/20,Hip injury,"Sep 7, 2019","Oct 20, 2019",43 days
Giovani Lo Celso,18/19,Rest,"Aug 26, 2018","Sep 3, 2018",8 days
Pape Sarr,23/24,Knock,"Nov 22, 2023","Dec 7, 2023",15 days
Pape Sarr,21/22,Corona virus,"Jan 5, 2022","Jan 12, 2022",7 days
Manor Solomon,22/23,Knee surgery,"Aug 7, 2022","Jan 1, 2023",147 days
Manor Solomon,21/22,unknown injury,"Jan 10, 2022","Feb 16, 2022",37 days
Manor Solomon,21/22,Ankle injury,"Aug 3, 2021","Aug 12, 2021",9 days
Manor Solomon,20/21,Knock,"Sep 25, 2020","Sep 28, 2020",3 days
Manor Solomon,19/20,Adductor injury,"Jan 25, 2020","Mar 16, 2020",51 days
Manor Solomon,19/20,Muscle injury,"Dec 11, 2019","Mar 30, 2020",110 days
Manor Solomon,19/20,unknown injury,"Nov 2, 2019","Nov 25, 2019",23 days
Manor Solomon,18/19,Torn thigh muscle,"Oct 7, 2018","Nov 2, 2018",26 days
Manor Solomon,18/19,ankle sprain,"Sep 10, 2018","Sep 28, 2018",18 days
Yves Bissouma,22/23,Broken ankle,"Feb 10, 2023","May 1, 2023",80 days
Yves Bissouma,21/22,Knee injury,"Sep 19, 2021","Oct 14, 2021",25 days
Yves Bissouma,18/19,Shoulder injury,"Jun 3, 2019","Sep 13, 2019",102 days
Yves Bissouma,18/19,Hip injury,"Jan 6, 2019","Jan 28, 2019",22 days
Ryan Sessegnon,23/24,Hamstring injury,"Jan 13, 2024","Feb 12, 2024",30 days
Ryan Sessegnon,23/24,surgery,"Jul 11, 2023","Jan 4, 2024",177 days
Ryan Sessegnon,22/23,Hamstring injury,"Feb 11, 2023","Jun 30, 2023",139 days
Ryan Sessegnon,21/22,Hamstring injury,"Mar 7, 2022","Apr 7, 2022",31 days
Ryan Sessegnon,21/22,Muscle injury,"Dec 21, 2021","Jan 7, 2022",17 days
Ryan Sessegnon,21/22,bruise,"Sep 1, 2021","Nov 14, 2021",74 days
Ryan Sessegnon,21/22,Thigh problems,"Jul 1, 2021","Aug 15, 2021",45 days
Ryan Sessegnon,20/21,Knock,"Jan 9, 2021","Feb 20, 2021",42 days
Ryan Sessegnon,20/21,Quarantine,"Nov 11, 2020","Nov 16, 2020",5 days
Ryan Sessegnon,19/20,Hamstring injury,"Jun 21, 2019","Nov 2, 2019",134 days
Ryan Sessegnon,18/19,Groin strain,"Dec 14, 2018","Dec 26, 2018",12 days
Sergio Reguilon,22/23,Hamstring injury,"Feb 20, 2023","Mar 13, 2023",21 days
Sergio Reguilon,22/23,Pubalgia,"Aug 21, 2022","Oct 27, 2022",67 days
Sergio Reguilon,21/22,Groin problems,"Apr 30, 2022","Jun 30, 2022",61 days
Sergio Reguilon,21/22,Corona virus,"Feb 15, 2022","Feb 22, 2022",7 days
Sergio Reguilon,20/21,Muscle injury,"Jan 26, 2021","Feb 19, 2021",24 days
Sergio Reguilon,20/21,ankle sprain,"Sep 7, 2020","Sep 25, 2020",18 days
Sergio Reguilon,19/20,Right hip flexor problems,"Aug 2, 2019","Aug 8, 2019",6 days
Sergio Reguilon,18/19,Toe injury,"May 10, 2019","May 17, 2019",7 days
Sergio Reguilon,18/19,Knock,"Dec 4, 2018","Dec 17, 2018",13 days
Sergio Reguilon,18/19,Muscle injury,"Nov 12, 2018","Nov 30, 2018",18 days
Micky van de Ven,23/24,Hamstring injury,"Mar 10, 2024","Mar 28, 2024",18 days
Micky van de Ven,23/24,Hamstring injury,"Nov 6, 2023","Jan 1, 2024",56 days
Micky van de Ven,21/22,Hamstring injury,"Feb 7, 2022","Apr 24, 2022",76 days
Micky van de Ven,21/22,Ill,"Aug 19, 2021","Aug 31, 2021",12 days
Micky van de Ven,21/22,Knee injury,"Aug 5, 2021","Aug 18, 2021",13 days
Micky van de Ven,20/21,Rest,"May 11, 2021","May 13, 2021",2 days
Micky van de Ven,20/21,Ill,"Jan 29, 2021","Feb 22, 2021",24 days
Micky van de Ven,20/21,Foot injury,"Sep 3, 2020","Oct 26, 2020",53 days
Emerson Royal,21/22,unknown injury,"Dec 3, 2021","Dec 13, 2021",10 days
Emerson Royal,20/21,Knee bruise,"Oct 4, 2020","Oct 31, 2020",27 days
Bryan Gil,23/24,Inflammation of pubic bone,"Aug 2, 2023","Oct 5, 2023",64 days
Bryan Gil,22/23,Knock,"Aug 29, 2022","Sep 12, 2022",14 days
Bryan Gil,21/22,Hip injury,"Apr 4, 2022","Apr 14, 2022",10 days
Bryan Gil,21/22,Corona virus,"Dec 6, 2021","Dec 23, 2021",17 days
Bryan Gil,21/22,Hamstring injury,"Oct 25, 2021","Nov 18, 2021",24 days
Bryan Gil,20/21,influenza,"Dec 28, 2020","Dec 31, 2020",3 days
Oliver Skipp,23/24,Knock,"Apr 25, 2024","Apr 30, 2024",5 days
Oliver Skipp,23/24,Knock,"Dec 26, 2023","Dec 30, 2023",4 days
Oliver Skipp,22/23,Foot injury,"Jul 18, 2022","Aug 29, 2022",42 days
Oliver Skipp,21/22,Inflammation of pubic bone,"Feb 5, 2022","Jun 30, 2022",145 days
Oliver Skipp,19/20,Hip injury,"Nov 9, 2019","Dec 4, 2019",25 days
