possession_team,player,position,location,distance_to_goal,angle_to_goal,shot_speed,play_pattern,minute,shot_body_part,shot_one_on_one,shot_first_time,shot_outcome,goalkeeper_location,goalkeeper_distance,defensive_pressure,statsbomb_xg,AJS_xg
Japan Women's,Yui Hasegawa,Midfielder,"[99.8, 31.5]",22.03361,17.39135,19.2902,Regular Play,46,Foot,False,False,Saved,"[116.5, 39.8]",18.64886,2,0.057537466,0.0655095
Spain Women's,Alba María Redondo Ferrer,Forward,"[114.9, 42.1]",5.40833,66.98972,3.64511,From Free Kick,4,Foot,False,True,Saved to Post,"[118.5, 40.3]",4.02492,1,0.31782252,0.819237
New Zealand Women's,Annalie Longo,Midfielder,"[110.2, 41.5]",9.8732,40.46891,120.13823,From Free Kick,18,Foot,False,False,Blocked,"[118.7, 40.8]",8.52877,4,0.1344218,0.0563599
China PR Women's,Shuang Wang,Forward,"[96.6, 39.6]",23.41047,17.76397,47.69131,From Throw In,78,Foot,False,False,Off T,"[117.9, 40.6]",21.32346,1,0.04143676,0.0056988
Japan Women's,Risa Shimizu,Defender,"[110.8, 42.7]",9.50789,41.17124,100.78964,From Goal Kick,49,Foot,False,False,Goal,"[118.7, 40.8]",8.12527,2,0.16917749,0.025783
Spain Women's,Aitana Bonmati Conca,Midfielder,"[103.5, 44.7]",17.07659,23.4669,16.45264,From Free Kick,4,Foot,False,False,Goal,"[118.6, 40.7]",15.62082,2,0.09598785,0.0609808
New Zealand Women's,Jacqueline Anne Hand,Forward,"[112.4, 26.8]",15.49226,13.79289,24.85215,From Throw In,22,Foot,False,True,Post,"[118.2, 35.9]",10.7912,2,0.05321965,0.0738321
Denmark Women's,Pernille Mosegaard Harder,Midfielder,"[101.0, 44.7]",19.50282,20.75678,212.91521,From Free Kick,80,Foot,False,False,Blocked,"[117.2, 41.8]",16.45752,1,0.056913536,0.0024839
Japan Women's,Hinata Miyazawa,Midfielder,"[99.0, 20.2]",29.06906,10.47265,13.28912,From Throw In,64,Foot,False,False,Off T,"[116.9, 38.3]",25.45624,1,0.011437911,0.1273873
Spain Women's,Esther Gonzalez Rodríguez,Forward,"[115.5, 31.2]",10.15185,20.17181,10.37249,From Corner,9,Head,False,False,Off T,"[119.0, 38.0]",7.64788,2,0.06841546,0.102386
New Zealand Women's,Katie Bowen,Defender,"[105.4, 38.3]",14.73635,27.67647,111.45495,From Free Kick,26,Foot,False,True,Blocked,"[119.2, 39.3]",13.83618,1,0.06879957,0.0082731
Denmark Women's,Pernille Mosegaard Harder,Midfielder,"[96.6, 49.4]",25.10717,15.51603,34.17592,From Throw In,80,Foot,False,True,Off T,"[119.4, 41.9]",24.00187,1,0.03088477,0.0026442
Norway Women's,Sophie Roman Haug,Forward,"[107.9, 44.6]",12.84134,30.31127,5.6546,Regular Play,75,Head,False,False,Off T,"[119.1, 41.1]",11.73414,3,0.036681864,0.0280712
Spain Women's,Irene Paredes Hernandez,Defender,"[115.6, 43.4]",5.38238,64.19359,14.16826,From Corner,14,Head,False,False,Off T,"[119.7, 40.9]",4.80208,3,0.25434187,0.3452538
Switzerland Women's,Seraina Piubel,Forward,"[97.7, 19.6]",30.42663,10.14355,22.02516,Regular Play,44,Foot,False,True,Saved,"[119.1, 37.4]",27.83523,0,0.010066823,0.0315291
Denmark Women's,Signe Kallesøe Bruun,Forward,"[97.1, 37.9]",23.02542,17.9717,49.4682,Regular Play,81,Foot,False,True,Blocked,"[118.9, 39.3]",21.84491,1,0.05046098,0.0054847
Norway Women's,Karina Sævik,Midfielder,"[112.8, 52.0]",13.7379,16.73032,16.28813,Regular Play,76,Foot,False,False,Off T,"[118.8, 42.7]",11.06752,1,0.13050818,0.299491
Spain Women's,Esther Gonzalez Rodríguez,Forward,"[114.1, 31.0]",11.01363,21.81342,57.92257,Regular Play,15,Foot,False,False,Blocked,"[118.2, 36.2]",6.62193,3,0.09279015,0.0124228
New Zealand Women's,Malia Grace Steinmetz,Midfielder,"[102.8, 36.4]",17.63661,22.92774,17.0619,From Corner,73,Foot,False,True,Saved,"[119.6, 39.2]",17.03174,1,0.05761751,0.089196
Denmark Women's,Rikke Marie Madsen,Midfielder,"[98.6, 32.1]",22.91724,17.01778,14.48206,From Corner,82,Foot,False,True,Off T,"[119.1, 39.2]",21.6947,1,0.046765182,0.0461153
Norway Women's,Frida Maanum,Midfielder,"[100.4, 46.5]",20.55724,19.32128,24.35735,Regular Play,77,Foot,False,False,Saved,"[118.5, 40.3]",19.13243,3,0.10298041,0.0141497
Spain Women's,Aitana Bonmati Conca,Midfielder,"[108.2, 34.7]",13.06139,28.78661,24.96772,From Corner,16,Head,False,False,Wayward,"[118.1, 39.4]",10.95901,3,0.05809199,0.0323265
New Zealand Women's,Claudia Bunge,Defender,"[107.9, 45.7]",13.25028,28.64128,11.42332,From Corner,79,Head,False,False,Saved,"[119.7, 41.8]",12.42779,2,0.047128025,0.1423854
Denmark Women's,Amalie Jørgensen Vangsgaard,Midfielder,"[100.1, 56.6]",25.72353,12.66352,33.04239,From Throw In,84,Foot,False,True,Wayward,"[118.4, 42.6]",23.04105,1,0.016822658,0.0040448
Japan Women's,Hinata Miyazawa,Midfielder,"[103.2, 38.4]",16.9071,24.29268,17.65675,From Counter,80,Foot,False,True,Goal,"[111.3, 39.2]",8.13941,1,0.29128033,0.609165
Spain Women's,Alba María Redondo Ferrer,Forward,"[111.4, 44.0]",9.36216,40.29088,9.96476,From Corner,16,Head,False,False,Goal,"[118.7, 41.6]",7.6844,1,0.18381009,0.3483217
New Zealand Women's,Jacqueline Anne Hand,Forward,"[104.5, 18.9]",26.42366,9.40731,21.01997,Regular Play,87,Foot,False,False,Saved,"[119.1, 36.8]",23.09913,2,0.009661302,0.0755383
Denmark Women's,Amalie Jørgensen Vangsgaard,Midfielder,"[105.5, 47.0]",15.9731,23.7043,9.63946,From Corner,88,Head,False,False,Goal,"[119.2, 41.1]",14.91643,2,0.023295086,0.1934817
Norway Women's,Ada Stolsmo Hegerberg,Forward,"[108.6, 35.6]",12.33086,31.04128,12.12099,From Throw In,82,Foot,False,True,Off T,"[118.5, 39.2]",10.53423,2,0.05329218,0.1058877
Spain Women's,Teresa Abelleira Dueñas,Midfielder,"[90.0, 41.3]",30.01666,13.89636,20.8812,From Throw In,27,Foot,False,False,Off T,"[119.2, 40.8]",29.20428,2,0.025001524,0.0277957
Switzerland Women's,Coumba Sow,Midfielder,"[104.8, 57.0]",22.58163,12.63026,14.1125,From Throw In,89,Foot,False,True,Saved,"[119.3, 43.5]",19.81161,2,0.025726505,0.0509385
Norway Women's,Yui Hasegawa,Midfielder,"[81.4, 28.9]",40.24823,9.97504,24.29922,Regular Play,86,Foot,False,False,Saved,"[112.3, 38.5]",32.35692,1,0.010990607,0.0052524
Spain Women's,Aitana Bonmati Conca,Midfielder,"[104.3, 36.9]",16.06393,25.16133,30.90067,Regular Play,31,Foot,False,False,Blocked,"[117.1, 39.4]",13.04186,2,0.08227475,0.0161813
New Zealand Women's,Victoria Esson,Goalkeeper,"[110.6, 39.5]",9.43398,42.30551,10.4963,From Free Kick,95,Head,False,False,Off T,"[119.4, 40.5]",8.85664,4,0.06746774,0.0236974
Japan Women's,Riko Ueki,Forward,"[104.2, 41.2]",15.82561,26.00719,430.18403,Regular Play,87,Foot,False,True,Blocked,"[118.5, 40.3]",14.32829,2,0.056331515,0.0066201
Spain Women's,Aitana Bonmati Conca,Midfielder,"[103.4, 29.8]",19.64205,18.07056,21.19425,From Corner,32,Foot,False,True,Saved,"[118.9, 38.1]",17.58238,1,0.055731576,0.0690927
New Zealand Women's,Malia Grace Steinmetz,Midfielder,"[96.0, 49.1]",25.56247,15.3486,191.31724,From Free Kick,97,Foot,False,True,Blocked,"[119.6, 41.1]",24.91907,1,0.021772994,0.0010004
Japan Women's,Yui Hasegawa,Midfielder,"[115.3, 59.2]",19.47563,5.37142,21.71787,Regular Play,88,Foot,True,False,Saved,"[118.8, 44.0]",15.59776,2,0.008956589,0.1242708
Spain Women's,Alba María Redondo Ferrer,Forward,"[108.7, 36.6]",11.89033,32.87449,83.4374,Regular Play,35,Head,False,False,Blocked,"[119.1, 38.2]",10.52236,4,0.058830775,0.0042319
Norway Women's,Karina Sævik,Midfielder,"[113.4, 40.0]",6.60681,57.94399,9.67098,Regular Play,90,Head,False,False,Saved,"[119.5, 39.6]",6.1131,5,0.13396741,0.2112175
Spain Women's,Aitana Bonmati Conca,Midfielder,"[108.7, 42.3]",11.47563,34.96273,15.31775,Regular Play,35,Foot,False,False,Goal,"[113.9, 43.4]",5.31507,3,0.37848663,0.2243274
Norway Women's,Sara Iren Lindbak Hørte,Midfielder,"[116.2, 32.0]",9.12853,21.6899,13.66256,From Throw In,94,Head,False,False,Blocked,"[119.9, 37.9]",6.96419,3,0.08070025,0.1051994
Spain Women's,Irene Paredes Hernandez,Defender,"[115.3, 36.8]",5.86003,58.66786,6.25324,From Corner,37,Head,False,False,Off T,"[119.7, 38.9]",4.87545,3,0.1349828,0.0347425
Japan Women's,Aoba Fujino,Midfielder,"[104.8, 53.8]",20.32954,15.54835,19.47281,From Counter,95,Foot,False,False,Off T,"[118.6, 42.5]",17.8362,0,0.06932312,0.1656598
Spain Women's,Laia Codina Panedas,Defender,"[113.7, 37.8]",6.77791,54.7891,55.61088,From Corner,44,Head,False,False,Blocked,"[118.9, 40.9]",6.05392,5,0.10698952,0.0182733
Spain Women's,Laia Codina Panedas,Defender,"[112.9, 38.8]",7.25672,52.92927,20.24184,From Corner,44,Other,False,False,Blocked,"[118.8, 40.1]",6.04152,5,0.13375852,0.1840088
Spain Women's,Laia Codina Panedas,Defender,"[114.6, 39.4]",5.47449,67.25131,20.30936,From Corner,44,Foot,False,False,Goal,"[118.5, 39.8]",3.92046,6,0.22702387,0.6332146
Vietnam Women's,Thu Trần Thị,Defender,"[97.5, 32.9]",23.68565,16.73914,112.61881,From Corner,1,Foot,False,True,Blocked,"[118.0, 39.0]",21.38831,0,0.026368087,0.0035024
Switzerland Women's,Salma Paralluelo Ayingono,Forward,"[91.7, 38.4]",28.36371,14.67382,213.73183,From Throw In,47,Foot,False,False,Blocked,"[118.2, 39.2]",26.51207,4,0.02048153,0.0043411
Vietnam Women's,Bích Thùy Nguyễn Thị,Forward,"[107.3, 34.0]",14.17674,26.36232,15.30904,From Counter,3,Foot,False,False,Off T,"[115.9, 36.6]",8.98443,3,0.061199725,0.2589595
Spain Women's,Salma Paralluelo Ayingono,Forward,"[96.6, 53.7]",26.96516,13.49529,2411.26352,Regular Play,52,Foot,False,False,Saved,"[118.1, 39.8]",25.60195,1,0.024613757,0.0057602
Netherlands Women's,Lieke Martens,Forward,"[101.0, 37.5]",19.20521,21.36965,13.65288,Regular Play,6,Foot,False,True,Saved,"[118.6, 40.0]",17.77667,1,0.06465839,0.1259945
Switzerland Women's,Meriame Terchoun,Forward,"[110.0, 43.1]",10.3846,37.7778,29.83215,Regular Play,55,Foot,False,True,Saved,"[116.2, 41.5]",6.40312,2,0.23149295,0.0293486
Netherlands Women's,Lieke Martens,Forward,"[107.4, 45.4]",13.59301,28.2887,6.98052,Regular Play,7,Foot,False,True,Goal,"[116.7, 41.9]",9.9368,2,0.12949088,0.4838902
Spain Women's,Teresa Abelleira Dueñas,Midfielder,"[95.1, 47.8]",26.005,15.37467,364.36878,Regular Play,57,Foot,False,True,Saved,"[118.6, 41.4]",24.3559,1,0.025191555,0.0034734
Netherlands Women's,Katja Snoeijs,Forward,"[103.4, 39.6]",16.61475,24.82671,19.1449,Regular Play,10,Foot,False,False,Goal,"[115.7, 39.8]",12.30163,1,0.17577292,0.4472386
Spain Women's,Alba María Redondo Ferrer,Forward,"[101.8, 52.0]",21.63631,16.32906,18.79927,From Throw In,59,Foot,False,False,Off T,"[116.9, 41.0]",18.68181,3,0.045964032,0.0813981
Netherlands Women's,Jill Roord,Midfielder,"[107.5, 38.1]",12.69212,31.77915,9.31928,From Corner,12,Head,False,False,Off T,"[119.1, 39.5]",11.68418,4,0.029697366,0.1491729
Spain Women's,Jennifer Hermoso Fuentes,Midfielder,"[107.8, 49.5]",15.28005,22.08592,18.82452,From Counter,69,Foot,False,False,Goal,"[116.3, 43.0]",10.70047,1,0.25599313,0.653484
Netherlands Women's,Jill Roord,Midfielder,"[96.9, 39.5]",23.11385,17.98569,21.65441,Regular Play,14,Foot,False,False,Off T,"[118.3, 40.3]",21.41495,3,0.041213073,0.0518622
Spain Women's,Salma Paralluelo Ayingono,Forward,"[91.4, 40.1]",28.6007,14.58454,104.36383,From Free Kick,74,Foot,False,False,Blocked,"[118.6, 39.7]",27.20294,0,0.0439101,0.0020056
Netherlands Women's,Dominique Johanna Anna Petrone Janssen,Defender,"[83.2, 33.7]",37.38716,11.01097,22.05956,From Throw In,15,Foot,False,False,Off T,"[118.6, 39.6]",35.8883,0,0.005659678,0.0575533
Spain Women's,Eva Maria Navarro,Forward,"[95.6, 39.7]",24.40738,17.0516,21.73705,From Corner,80,Foot,False,False,Saved,"[119.1, 39.6]",23.50021,1,0.027487485,0.0459208
Netherlands Women's,Esmee Brugts,Defender,"[96.4, 22.3]",29.68097,11.26161,18.31007,Regular Play,17,Foot,False,False,Goal,"[118.0, 37.4]",26.3547,0,0.011751826,0.348957
Spain Women's,Ona Batlle Pascual,Defender,"[103.1, 20.2]",26.26062,10.36701,30.06729,From Throw In,81,Foot,False,False,Off T,"[117.9, 37.6]",22.84294,2,0.009862593,0.0064116
Netherlands Women's,Jill Roord,Midfielder,"[105.8, 44.4]",14.78005,26.88088,13.35661,From Free Kick,18,Foot,False,False,Off T,"[116.3, 41.3]",10.94806,3,0.09416131,0.0884221
Switzerland Women's,Fabienne Humm,Forward,"[88.6, 59.6]",36.85716,9.69725,22.00075,Regular Play,91,Foot,False,False,Off T,"[109.9, 44.6]",26.05168,1,0.010824835,0.0524431
Netherlands Women's,Lieke Martens,Forward,"[109.5, 33.0]",12.78828,27.10823,9.34478,Regular Play,19,Head,False,False,Wayward,"[119.4, 39.4]",11.78855,2,0.044807907,0.2738124
Netherlands Women's,Lieke Martens,Forward,"[109.9, 40.7]",10.10792,39.78779,10.70639,Regular Play,20,Foot,False,True,Saved,"[118.6, 41.1]",8.70919,2,0.18485244,0.43025
France Women's,Kadidiatou Diani,Forward,"[106.3, 52.1]",18.08121,17.73688,20.75478,From Goal Kick,7,Foot,False,False,Off T,"[117.5, 43.8]",13.94023,2,0.05914668,0.209767
Netherlands Women's,Jill Roord,Midfielder,"[102.8, 45.2]",17.88435,22.33486,93.61426,Regular Play,21,Foot,False,False,Blocked,"[117.3, 42.2]",14.80709,4,0.06379661,0.0553722
France Women's,Eugénie Le Sommer,Forward,"[109.8, 31.1]",13.73608,23.07203,52.75195,From Corner,11,Foot,False,True,Wayward,"[119.3, 39.2]",12.48439,1,0.06192355,0.0136555
Netherlands Women's,Victoria Pelova,Defender,"[107.0, 52.5]",17.82807,17.35765,81.83645,Regular Play,21,Foot,False,False,Blocked,"[117.5, 42.8]",14.29475,4,0.04673869,0.0266604
France Women's,Maëlle Lakrar,Defender,"[116.9, 41.3]",3.2573,96.99844,4.67625,From Corner,11,Foot,False,True,Off T,"[119.1, 38.8]",3.33017,3,0.7090119,0.2882467
Netherlands Women's,Jill Roord,Midfielder,"[113.9, 42.5]",6.4846,57.31061,10.5579,Regular Play,22,Foot,False,True,Goal,"[117.5, 37.4]",6.2426,1,0.40435258,0.6404642
Australia Women's,Katrina Gorry,Midfielder,"[90.8, 39.0]",29.22892,14.26113,17.9978,From Corner,23,Foot,False,True,Off T,"[118.6, 40.1]",27.82175,1,0.015352246,0.0198746
Netherlands Women's,Jill Roord,Midfielder,"[101.2, 41.9]",18.86796,21.88415,22.0665,From Throw In,30,Foot,False,True,Saved,"[118.6, 40.4]",17.46454,2,0.1270747,0.0364085
France Women's,Eugénie Le Sommer,Forward,"[97.2, 47.1]",23.79244,16.80292,150.54314,From Counter,27,Foot,False,False,Saved,"[118.7, 40.8]",22.40402,2,0.03603403,0.0071559
Netherlands Women's,Lieke Martens,Forward,"[106.6, 31.0]",16.31104,21.2177,12.27762,Regular Play,31,Foot,False,True,Off T,"[116.9, 36.7]",11.772,2,0.12970042,0.1904938
France Women's,Kenza Dali,Midfielder,"[101.2, 52.6]",22.4662,15.64683,35.88569,From Corner,31,Foot,False,True,Blocked,"[118.4, 40.4]",21.08744,0,0.02194348,0.0022614
Netherlands Women's,Stephanie van der Gragt,Defender,"[113.2, 33.4]",9.68762,31.74449,14.0762,From Free Kick,32,Head,False,False,Off T,"[118.9, 38.5]",7.64853,4,0.07146704,0.0051469
France Women's,Maëlle Lakrar,Defender,"[111.1, 50.4]",13.4618,21.21579,25.77778,From Corner,31,Foot,False,False,Saved,"[119.0, 43.8]",10.29417,4,0.06827301,0.0134438
Vietnam Women's,Thị Hải Linh Trần,Midfielder,"[85.1, 43.6]",35.05567,11.86935,11.54978,From Throw In,34,Foot,False,False,Off T,"[118.7, 40.5]",33.7427,1,0.013538579,0.0543009
France Women's,Maëlle Lakrar,Defender,"[107.3, 42.6]",12.90659,31.25258,12.83658,From Corner,32,Head,False,False,Off T,"[119.3, 41.6]",12.04159,1,0.0374898,0.1066446
Netherlands Women's,Sherida Spitse,Defender,"[113.0, 52.2]",13.80616,16.12676,50.07947,From Throw In,36,Foot,False,True,Blocked,"[117.5, 45.1]",8.40595,2,0.065420896,0.0083565
France Women's,Kenza Dali,Midfielder,"[99.7, 50.3]",22.62941,16.59248,24.94363,From Free Kick,34,Foot,False,True,Off T,"[118.2, 40.2]",21.07748,2,0.02833573,0.0012163
Netherlands Women's,Esmee Brugts,Defender,"[102.5, 29.8]",20.40833,17.62941,15.63561,From Corner,36,Foot,False,True,Off T,"[119.1, 38.8]",18.8828,1,0.034902643,0.0223423
France Women's,Sakina Karchaoui,Defender,"[87.6, 26.3]",35.29533,10.89337,26.11588,From Throw In,37,Foot,False,False,Wayward,"[118.2, 39.0]",33.1308,0,0.006168311,0.0097665
Netherlands Women's,Lieke Martens,Forward,"[106.1, 23.3]",21.95928,12.24515,41.72721,From Free Kick,37,Foot,False,False,Blocked,"[118.0, 36.8]",17.99611,2,0.033782527,0.0024929
Australia Women's,Mary Boio Fowler,Forward,"[111.8, 45.6]",9.76371,36.22599,33.16297,From Throw In,40,Foot,False,True,Blocked,"[116.6, 54.0]",9.67471,1,0.60051084,0.0147123
Netherlands Women's,Katja Snoeijs,Forward,"[101.4, 37.4]",18.82472,21.76696,27.40014,From Corner,38,Foot,False,False,Saved,"[118.4, 40.0]",17.19767,2,0.061952338,0.0209846
Australia Women's,Mary Boio Fowler,Forward,"[103.6, 37.3]",16.67213,24.40651,74.39162,From Goal Kick,44,Foot,False,True,Saved,"[106.4, 37.7]",2.82843,2,0.12419572,0.0126102
Netherlands Women's,Danielle van de Donk,Midfielder,"[98.4, 38.4]",21.6834,19.09324,21.73143,Regular Play,43,Foot,False,False,Saved,"[117.8, 39.8]",19.45045,2,0.090111874,0.0406319
Australia Women's,Alanna Stephanie Kennedy,Defender,"[94.6, 29.3]",27.6796,13.87401,59.27617,From Free Kick,46,Foot,False,False,Blocked,"[118.5, 40.0]",26.18587,0,0.04807583,0.0019763
Netherlands Women's,Jill Roord,Midfielder,"[113.5, 40.4]",6.50077,58.75691,17.14976,From Throw In,44,Foot,False,True,Saved,"[119.1, 40.1]",5.60803,1,0.32809135,0.3193524
Australia Women's,Mary Boio Fowler,Forward,"[103.8, 46.1]",17.20698,22.75769,222.7585,Regular Play,49,Foot,False,False,Blocked,"[116.2, 42.7]",12.85768,4,0.08299943,0.0110602
Netherlands Women's,Danielle van de Donk,Midfielder,"[115.6, 43.4]",5.38238,64.19359,8.16085,From Throw In,44,Foot,False,True,Goal,"[117.9, 40.4]",3.78021,2,0.5685433,0.6702795
Australia Women's,Mary Boio Fowler,Forward,"[108.6, 34.8]",12.65741,29.61352,84.05492,From Corner,50,Foot,False,True,Blocked,"[116.7, 38.2]",8.78465,1,0.06332222,0.0102621
Vietnam Women's,Bích Thùy Nguyễn Thị,Forward,"[101.8, 40.4]",18.20027,22.74028,11.33638,From Throw In,46,Foot,False,True,Saved,"[118.5, 39.2]",16.74306,1,0.08221878,0.0917532
France Women's,Eugénie Le Sommer,Forward,"[116.0, 33.3]",8.06226,29.57029,16.64394,From Throw In,54,Foot,False,True,Off T,"[118.3, 36.9]",4.272,1,0.13353401,0.1377611
Netherlands Women's,Lieke Martens,Forward,"[113.3, 35.9]",8.01561,43.96178,11.0139,From Throw In,48,Head,True,False,Off T,"[118.9, 38.1]",6.01664,2,0.1521352,0.2055171
Australia Women's,Hayley Emma Raso,Midfielder,"[98.7, 49.0]",23.00826,16.81334,25.43898,Regular Play,55,Foot,False,False,Saved,"[119.1, 41.2]",21.84033,2,0.05286957,0.0074589
Netherlands Women's,Stephanie van der Gragt,Defender,"[91.3, 35.4]",29.11529,14.13367,20.48329,From Throw In,52,Foot,False,False,Saved,"[118.9, 39.7]",27.93296,1,0.020617777,0.0438046
Australia Women's,Alanna Stephanie Kennedy,Defender,"[108.9, 39.6]",11.12205,36.37596,13.25114,From Corner,56,Head,False,False,Off T,"[119.0, 40.5]",10.14002,4,0.064110324,0.0344357
Netherlands Women's,Jill Roord,Midfielder,"[103.1, 44.4]",17.39023,23.17186,19.0155,Regular Play,54,Foot,False,False,Off T,"[117.8, 40.7]",15.1585,3,0.06242417,0.1640309
Australia Women's,Mary Boio Fowler,Forward,"[106.7, 40.9]",13.31353,30.71716,29.79832,Regular Play,59,Foot,False,False,Saved,"[118.8, 40.6]",12.10372,3,0.11544054,0.0139911
Netherlands Women's,Wieke Hendrikje Maria Kaptein,Midfielder,"[95.7, 25.2]",28.60944,12.45852,202.15971,Regular Play,55,Foot,False,False,Blocked,"[119.4, 38.7]",27.27526,1,0.019726006,0.0038381
Australia Women's,Mary Boio Fowler,Forward,"[106.8, 31.9]",15.64609,22.66321,211.80861,From Corner,59,Foot,False,False,Blocked,"[119.1, 38.6]",14.00643,3,0.06881237,0.013259
Netherlands Women's,Esmee Brugts,Defender,"[97.0, 23.7]",28.36477,12.01336,23.15987,Regular Play,56,Foot,False,False,Goal,"[118.2, 37.8]",25.46075,1,0.02062066,0.1480282
Australia Women's,Alanna Stephanie Kennedy,Defender,"[112.9, 39.5]",7.14493,54.07617,12.85827,From Corner,60,Head,False,False,Wayward,"[119.1, 40.1]",6.22896,4,0.22985823,0.1928673
Netherlands Women's,Jill Roord,Midfielder,"[101.8, 51.1]",21.16318,17.04688,17.25862,Regular Play,60,Foot,False,False,Post,"[117.6, 42.8]",17.84741,3,0.036310483,0.0776164
Australia Women's,Samantha May Kerr,Forward,"[116.2, 48.8]",9.31075,20.78228,53.64448,From Corner,60,Foot,False,True,Blocked,"[118.7, 43.9]",5.50091,2,0.04939649,0.0062929
Netherlands Women's,Lieke Martens,Forward,"[103.3, 29.6]",19.83381,17.8334,94.23894,Regular Play,60,Foot,False,True,Blocked,"[117.6, 37.2]",16.19413,2,0.038652334,0.0065654
France Women's,Kenza Dali,Midfielder,"[98.7, 35.1]",21.92556,18.45016,107.58477,From Free Kick,62,Foot,False,True,Blocked,"[118.7, 39.3]",20.43624,3,0.04052412,0.0024853
Netherlands Women's,Damaris Berta Egurrola Wienke,Midfielder,"[90.9, 31.5]",30.40148,13.16261,154.67162,From Throw In,65,Foot,False,False,Blocked,"[118.7, 38.9]",28.76804,1,0.021488946,0.0018299
France Women's,Maëlle Lakrar,Defender,"[115.7, 34.8]",6.9814,41.6867,39.58046,From Corner,76,Head,False,False,Blocked,"[119.0, 37.6]",4.32782,6,0.11980762,0.0132888
Netherlands Women's,Jill Roord,Midfielder,"[102.8, 52.3]",20.97236,16.44878,28.78917,Regular Play,69,Foot,False,False,Saved,"[117.8, 42.9]",17.70198,1,0.076620825,0.0192713
Australia Women's,Mary Boio Fowler,Forward,"[105.9, 47.3]",15.74198,23.76376,66.96407,From Corner,86,Foot,False,True,Blocked,"[118.3, 38.7]",15.09039,1,0.06042983,0.0065018
Netherlands Women's,Lieke Martens,Forward,"[106.2, 24.5]",20.97808,13.31934,22.72492,Regular Play,70,Foot,False,False,Saved,"[118.5, 36.6]",17.25399,1,0.0423057,0.1227809
Australia Women's,Ellie Madison Carpenter,Defender,"[91.9, 57.8]",33.10378,10.75918,24.04051,From Throw In,88,Foot,False,False,Off T,"[118.8, 41.5]",31.45314,0,0.007073467,0.0045477
Netherlands Women's,Dominique Johanna Anna Petrone Janssen,Defender,"[94.1, 45.1]",26.34103,15.56888,18.77773,From Corner,75,Foot,False,True,Off T,"[118.2, 41.4]",24.38237,2,0.021776376,0.0668824
Australia Women's,Selma Bacha,Midfielder,"[98.5, 24.3]",26.80019,12.58656,34.0492,Regular Play,89,Foot,False,False,Off T,"[118.2, 37.3]",23.60275,0,0.026230723,0.0046121
Netherlands Women's,Jill Roord,Midfielder,"[105.4, 54.3]",20.2277,15.11168,67.98998,From Throw In,76,Foot,False,True,Blocked,"[118.5, 42.8]",17.43158,4,0.015333395,0.0025299
France Women's,Kenza Dali,Midfielder,"[98.0, 43.1]",22.17747,18.60276,207.3494,From Throw In,91,Foot,False,False,Blocked,"[118.3, 40.5]",20.46583,1,0.018133013,0.0053709
South Africa Women's,Thembi Kgatlana,Forward,"[100.3, 47.4]",20.94039,18.73797,23.60414,Regular Play,5,Foot,False,False,Saved,"[119.0, 41.9]",19.49205,1,0.09540521,0.0991201
Netherlands Women's,Jill Roord,Midfielder,"[114.8, 38.0]",5.68595,63.5526,9.23791,From Free Kick,82,Head,True,False,Goal,"[119.0, 38.9]",4.29535,3,0.41272166,0.6209172
France Women's,Wendie Renard,Defender,"[108.2, 44.1]",12.39677,31.62146,81.82957,From Free Kick,93,Head,False,False,Blocked,"[119.1, 41.3]",11.25389,5,0.026211254,0.0007933
Netherlands Women's,Esmee Brugts,Defender,"[103.3, 17.9]",27.94011,9.05265,15.57244,From Corner,7,Foot,False,False,Saved,"[119.0, 37.6]",25.19087,1,0.007507219,0.3373266
Vietnam Women's,Thị Hải Linh Trần,Midfielder,"[108.9, 42.3]",11.27874,35.52301,10.02787,From Corner,84,Foot,False,False,Off T,"[118.2, 41.0]",9.39042,4,0.09310921,0.1343587
France Women's,Elisa De Almeida,Defender,"[108.8, 41.6]",11.27519,35.78547,17.63211,From Corner,94,Head,False,False,Off T,"[119.0, 41.1]",10.21225,4,0.051394437,0.0372341
Netherlands Women's,Lieke Martens,Forward,"[110.6, 46.1]",11.04536,32.35694,18.37589,From Corner,8,Head,False,False,Blocked,"[118.8, 40.2]",10.10198,3,0.055789173,0.053011
Netherlands Women's,Kerstin Yasmijn Casparij,Defender,"[98.1, 41.2]",21.91849,18.94499,20.89921,Regular Play,85,Foot,False,True,Off T,"[118.3, 39.5]",20.27141,2,0.08787435,0.0337175
Australia Women's,Cortnee Brooke Vine,Midfielder,"[116.3, 34.8]",6.62873,41.5637,13.40264,From Goal Kick,104,Foot,False,True,Off T,"[117.8, 36.5]",2.26716,2,0.22660154,0.1690992
Netherlands Women's,Jill Roord,Midfielder,"[119.3, 37.4]",2.98329,131.26247,6.7257,From Corner,8,Head,True,False,Goal,"[119.1, 43.7]",6.30317,2,0.7143181,0.857113
Netherlands Women's,Jill Roord,Midfielder,"[101.8, 44.7]",18.72432,21.55817,99.29534,From Corner,87,Foot,False,False,Blocked,"[117.3, 41.7]",15.78765,3,0.06635895,0.0067859
France Women's,Kadidiatou Diani,Forward,"[102.0, 33.8]",19.13766,20.47623,160.14778,Regular Play,106,Foot,False,False,Blocked,"[118.5, 39.5]",17.4568,2,0.04345191,0.0065467
